account_length,number_vmail_messages,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,number_customer_service_calls,churn
50,26,52.21,24.6,7.87,2.16,0,0
72,0,20.09,14.21,9.64,3.29,3,0
130,0,26.18,17.5,10.52,3.48,1,0
143,0,26.44,18.14,10.71,2.05,1,0
89,0,21.35,18.11,8.18,1.46,1,0
108,0,33.88,19.06,6.3,4.1,0,0
32,0,26.84,15.37,5.96,3.46,1,0
166,0,34.58,14.25,5.94,2.48,2,0
109,0,37.77,18.57,11.97,2.94,1,0
72,39,15.78,23.05,7.52,1.57,1,0
134,32,36.86,8.69,7.83,2.32,0,0
13,0,32.84,16.52,8.39,2.62,4,0
90,0,19.24,16.09,12.23,3.81,3,0
111,36,28.25,20.3,4.9,3.02,3,0
101,23,44.57,13.35,5.81,1.97,1,0
72,0,35.33,16.63,8.32,3.54,0,0
67,35,41.72,12.6,12.33,2.03,1,0
172,0,48.81,15.16,6.89,3.89,3,1
154,32,32.69,14.05,9.23,2.43,2,0
69,0,33.01,20.58,9.71,2.62,2,0
123,0,35.87,18.45,9.67,2.65,3,0
130,12,24.12,19.46,8.78,2.35,0,0
142,26,37.49,20.36,11.44,1.59,2,0
29,0,26.76,12.33,12.68,2.51,1,0
87,28,24.4,19,7.89,3.02,0,0
149,0,26.52,4.76,7.35,2.4,0,0
146,0,27.22,17.71,7.99,2.48,2,0
88,0,39.97,21.4,12.87,1.94,4,1
119,15,27.2,17.81,3.7,2.35,5,1
48,0,32.03,14.1,9.26,3.56,1,0
135,0,33.12,20,7.85,2.97,1,0
100,0,42.13,11.05,6.04,1.86,1,0
98,0,37.6,18.16,13.13,3.21,4,0
75,26,20.15,18.18,5.97,3.62,2,0
180,33,39.41,19.8,9.31,2.05,1,0
100,25,36.7,21.92,8.11,3.13,1,0
119,35,36.91,18.77,11.23,2.16,2,0
86,0,14.2,18.79,15.74,3.4,0,0
155,39,31.16,17.43,11.87,1.38,1,0
78,0,40.26,22.55,6.86,2.57,1,1
153,0,32.95,16.6,8.22,2.3,1,0
92,25,22.78,17.51,8.13,2.62,0,0
13,25,30.02,14.68,4.7,3.05,2,0
154,0,32.54,17.46,9.26,2.75,3,0
144,35,29.72,18.67,11.51,3.46,0,0
48,0,46.78,15.32,7.15,2.13,1,0
94,0,29.58,20.49,9.35,2.13,1,0
139,0,28.05,21.22,7.66,3.4,1,0
126,0,38.88,14.34,10.06,3.19,1,0
122,0,18.34,20.04,10.29,2.57,2,0
139,0,37.62,13.41,8.66,3.05,1,0
95,0,23.99,17.97,4.67,1.59,3,0
80,31,28.29,20.26,6.78,2.89,4,0
131,28,42.43,19.31,10.8,2.05,3,0
36,0,30.36,18.11,8.91,2.94,1,0
180,0,23.63,19.12,7.69,4.24,2,0
25,0,22.83,17.2,8.82,3.4,2,0
113,0,36.7,20.41,7.05,1.32,3,0
88,31,30.87,18.12,9.35,3.08,1,0
120,0,30.33,14.31,5.42,2.51,1,0
74,0,18.09,11.92,4.09,3.08,1,0
109,0,29.02,20.42,5.36,3.08,2,0
162,33,31.37,15.57,5.73,3.32,0,0
124,37,27.4,17.36,10.42,2.4,1,0
177,0,14.43,21.89,9.47,2.03,2,0
91,0,37.04,19.56,10.44,2.86,1,0
105,0,46.05,19.23,8.05,2.38,0,1
24,0,41.31,15.63,8.29,4.13,0,1
48,0,21.79,4.09,5.23,2.4,0,0
86,0,21.47,14.35,6.96,2.65,2,0
163,0,30.38,18.33,6.87,2.86,4,0
91,0,27.03,21.68,3.71,2.73,0,0
56,0,25.65,13.75,7.55,3.16,3,0
147,24,37.38,17.72,15.86,2.19,3,0
64,0,28.56,16.35,7.49,2.73,2,0
108,34,27.56,14.6,11.69,2.59,4,1
159,0,33.8,16.62,9.6,4.46,5,0
136,0,43.66,19.56,6.46,2.46,3,0
116,35,31.08,18.08,8.72,2.97,1,0
45,38,33.46,21.61,11.78,2.08,1,0
122,0,23.82,19.67,8.46,3.02,2,0
138,0,33.03,16.14,10.45,2.43,5,0
132,0,19.99,18.19,10.78,2.38,1,0
101,0,32.93,15.86,10.04,3.13,0,0
58,0,41.33,19.67,8.14,2.11,2,0
81,0,24.72,10.99,8.39,1.4,1,0
87,0,28.75,14.44,11.02,2.67,3,0
116,0,38.98,15.68,7.57,2.38,2,0
85,0,33.52,17.99,9.45,2.24,4,0
62,33,31.69,17.09,12.9,3,2,1
90,0,12.94,24.68,10.66,2.92,0,0
98,0,27.68,15.73,9.88,1.62,2,0
73,0,30.99,16.93,5.41,4.86,1,0
107,0,33.05,21.06,11.04,3.02,2,0
55,20,32.18,10.08,11.26,3.38,2,0
76,22,27.22,14.34,1.04,2.57,3,0
30,0,24.65,20.46,8.87,1.92,3,0
157,0,37.52,10.14,7.43,3.11,4,0
40,31,38.2,11.43,5.41,2.03,1,1
72,0,24.99,13.8,7.33,2.84,1,0
95,39,44.34,18.14,8.8,2.73,1,0
42,0,26.42,13.95,7.1,2.43,0,0
86,0,28.25,21.7,10.26,1.46,1,0
131,0,36.01,22.14,6.49,2.92,0,0
55,45,22.19,17.71,6.37,2.97,4,1
74,0,27.66,24.82,8.25,2.35,0,0
81,37,40.31,22.46,12.21,2.13,1,0
81,0,28.25,18.5,9.91,3.56,4,0
28,0,20.69,10.69,11.77,2.24,6,1
111,0,29.99,17.09,6.77,3.02,0,0
3,27,11.46,20.74,12.65,3.08,2,0
51,0,39.05,28.56,8.68,2.59,1,1
68,24,29.92,23.62,7.86,3.97,1,0
163,0,42.11,22.91,7.53,2.59,0,1
87,0,19.62,22.32,11.06,3.54,2,0
58,0,19.07,17.82,11.74,3.75,0,1
109,0,27.64,13.09,9.44,3.11,0,0
111,0,39,18.2,13.03,2.81,4,0
144,0,23.73,10.56,4.3,4.05,2,0
135,0,44.85,21.36,9,2.27,5,1
109,46,36.98,19.86,7.38,2.43,4,0
107,14,19.43,16.98,8.76,2.03,1,0
149,0,33.37,11.63,6.96,2.08,2,0
56,0,43.04,15.98,6.39,1.19,1,0
129,0,16.66,20.46,11.47,2.84,0,0
92,0,42.4,17.98,7.61,2.46,0,0
67,30,22.03,19.81,13.37,3.92,1,0
120,0,37.62,22.75,5.02,2.51,0,0
166,0,37.52,15.11,9.27,3.35,1,0
66,0,14.89,22.27,8.31,2.48,1,0
76,0,34.61,13.74,7.92,2.27,0,0
79,0,36.31,19.97,10.33,2.38,2,0
98,31,30.87,18.76,10.63,3.48,2,0
141,22,36.62,27.94,7.22,2.11,1,0
49,0,45.27,17.66,9.23,3.78,2,1
46,0,33.86,14.88,9.48,2.75,3,0
137,0,19.55,11.71,10.08,1.97,3,0
171,0,45.99,19.55,6.12,2.59,1,1
10,0,37.77,13.01,10.23,3.48,1,0
88,0,10.52,22.32,9.56,2.38,3,0
89,0,23.99,21.17,6.12,2.92,2,0
82,0,32.16,15.67,11.51,2.86,3,1
139,0,33.32,15.81,6.89,2.65,3,0
87,0,29.17,17.43,7.68,3.73,0,0
137,0,29.58,13.71,11.73,3.08,2,0
45,0,13.36,15.92,8.29,2,1,1
90,0,34.15,13.97,11.21,2.4,1,0
103,0,24.02,21.56,9.71,1.73,1,0
100,0,40.09,14.96,2.86,1.97,2,0
110,0,31.47,14.03,5.02,1.7,3,0
124,0,43.23,6.71,6.89,3.19,2,0
10,0,31.11,18.26,9.29,2.35,2,0
89,29,27.8,23.36,17.19,2.03,2,0
121,0,35.34,17.89,4.93,2.08,2,0
101,0,42.26,14.87,9.32,1.65,3,0
103,31,31.52,16.8,6.62,3.92,2,0
51,0,33.63,18.79,7.59,2.4,1,0
2,0,22.46,11.81,8.67,2.46,2,1
111,0,33.51,19.36,9.63,2.51,0,0
118,0,26.28,15.66,9.78,3.4,2,0
17,31,26.03,15.8,10.09,2.7,6,1
130,0,35.9,19.64,9.94,1.7,2,0
193,0,16.46,12.12,9.45,2.94,2,1
114,0,29.24,23.49,8.72,2.73,1,0
137,0,23.99,12.51,11.46,2.16,2,0
185,29,25.69,20.8,6.95,3.73,2,0
101,0,35.63,19.45,7.76,2.05,3,0
95,32,41.99,10.68,10.19,2.84,3,0
7,30,37.64,14.09,11.12,2.92,1,0
126,0,54.62,14.27,8.71,2.16,1,1
71,0,41.43,5.1,8.5,3.05,0,0
124,0,42.76,18.21,8.37,3,3,0
97,0,40.27,13.4,10.85,1.97,0,1
28,0,27.15,18.42,9.3,2.51,2,0
90,0,25.19,18.73,6.04,2.48,4,1
190,0,25.65,22.83,8.1,3.97,1,0
31,28,35.79,21.29,10.87,3.11,1,0
52,24,29.05,17.12,7.15,1.11,2,0
73,0,43.3,7.67,6.9,2.86,0,0
111,0,48.35,13.35,10.93,2.27,0,1
98,0,0,13.57,7.52,1.84,4,1
106,0,22.73,15.96,8.19,2.89,1,1
111,0,38.23,16.31,10.35,2.78,0,0
59,0,25.81,17.84,12.01,3.21,1,0
71,22,24.04,13.86,9.9,1.51,2,0
55,0,48.57,19.63,10.38,4,0,1
13,0,9.93,22.29,7.15,3.21,1,0
136,16,15.37,17.11,10.22,3.54,0,0
123,0,19.45,18.41,11.28,2.97,0,0
105,0,25.11,18.93,7.36,3.46,2,0
50,31,51.46,20.44,8.73,3.67,3,0
118,0,23.14,17.36,10.27,3.05,1,0
97,0,28.85,14.1,8.64,3.46,3,0
51,0,38.62,16.52,10.95,4.02,0,0
73,0,37.03,18.75,12.48,2.78,1,1
35,0,21.11,10.53,6.11,3.54,2,0
64,0,35.05,19.75,11.32,3.67,1,0
63,0,22.59,5.7,7.22,2.67,3,0
117,31,17.83,20.2,11.85,2.08,3,0
115,0,41.65,21.31,12.16,3.7,1,1
162,0,31.37,19.04,8.12,3.13,1,0
89,0,15.22,15.24,10.13,3.32,3,0
94,0,40.05,16.56,7.68,2.32,1,0
129,0,31.62,22.3,4.45,3.11,4,0
86,0,38.06,13.23,6.76,1.97,1,0
96,0,30.52,13.8,11.9,1.78,1,0
190,0,28.8,21.55,8.87,2.4,1,0
80,0,20.08,12.27,10.13,2.21,1,0
108,0,19.04,16.46,9.4,1.11,4,1
97,32,28.63,19.2,8.63,2.3,0,0
84,42,36.43,16,15.01,3.05,0,0
65,0,41.77,20.56,12.84,1.13,4,1
131,34,26.62,6.04,11.78,3.62,1,0
58,43,24.28,23.15,8.7,2.4,1,0
36,0,34.41,19.61,9.09,2.75,3,0
54,0,19.86,10.46,9.79,3.24,1,0
45,0,26.47,22.13,8.65,2.97,1,0
125,39,40.14,24.58,7.89,2.46,2,0
72,21,23.48,22.11,6.09,2.21,2,0
141,0,8.82,13.77,10.06,2.73,3,0
113,0,13.82,18.75,10.61,2.4,0,0
20,35,29.16,13.01,7.45,1.92,0,0
212,0,21.42,12.27,13.63,2.05,1,0
99,0,33.52,13.26,9.18,2.67,4,0
94,0,33,19.31,8.57,4.13,1,0
40,0,19.67,10.86,4.84,2.51,1,0
86,29,26.72,16.69,10.2,2.27,3,0
101,0,45.85,17.65,9.64,1.22,3,1
170,0,41.89,19.39,7.49,2.46,0,0
105,0,38.66,22.82,6.45,3.51,1,0
103,0,32.27,9.82,8.61,3.29,0,0
140,27,32.11,13.68,8.9,3.11,4,0
101,0,0,16.33,7.6,1.94,1,0
98,19,18.79,19.36,10.96,2.97,1,0
104,0,28.49,18.63,9.72,3.16,4,0
115,0,22.44,16.79,7.91,0,3,0
112,0,28.53,21.07,6.98,3.21,0,0
70,0,36.28,17.4,11.55,1.54,1,0
126,0,29.82,8.36,9.09,2.86,0,0
87,39,14.04,19.07,7.36,2.57,3,0
125,0,24.34,7.49,10.49,2.38,4,1
86,0,21.34,22.93,10.61,2.4,1,0
73,31,13.99,21.77,10.33,3.19,6,1
232,0,28.15,16.65,5.32,3.19,1,0
1,30,31.13,19.77,11.17,2.27,0,0
133,0,27.56,18.03,11.72,3.29,1,0
103,0,28.32,16.35,7.56,2.08,1,0
131,24,23.1,19.82,9.48,2.54,1,0
95,20,28.17,18.33,10.95,2.65,0,0
182,0,29.94,14.87,10.56,2.62,1,0
99,0,24.19,17.38,9.14,2.46,0,0
27,0,30.19,25.23,8.68,2.05,3,0
141,0,14.14,16.2,6.77,2.89,1,0
29,37,39.95,15.58,6.29,1.54,2,0
65,0,17.97,12.05,8.12,1.78,2,0
81,0,25.4,14.61,9.65,4.83,3,1
37,20,45,18.4,9.48,2.81,0,0
107,31,27.25,18.83,11.77,1.51,1,0
127,28,16.3,13.56,6.88,2.81,1,0
78,0,23.92,16.59,11.38,3.16,0,0
55,0,20.35,19.7,10,1.24,2,0
86,30,16.98,22.4,11.46,2.65,2,0
176,0,42.65,14.57,6.69,2.59,2,0
96,0,34.1,24.61,4.42,3.02,2,0
11,38,35.67,16.71,10.49,1.89,1,0
48,34,33.66,23.26,9.81,2.05,1,0
127,0,40.77,10.96,11.25,3.05,1,0
63,0,27.97,12.57,11.37,3.02,0,0
79,0,37.55,16.34,7.25,3.29,1,0
47,37,19.18,20.73,8.04,3.56,2,0
89,19,19.14,22.24,5.56,3,0,1
83,26,38.49,19.95,6.01,2.92,1,0
126,34,41.63,18.67,9.49,2.62,4,0
60,0,34.54,20.04,10.12,4.08,2,0
122,0,23.24,20.66,8.5,2.32,0,0
136,0,25.94,17.76,5.36,1.35,1,0
172,47,46.73,15.86,11.03,2.38,1,0
102,0,33.27,17.77,9.05,2.24,1,1
113,0,34.73,16.05,6.27,2.48,1,0
79,0,37.79,12.43,12.4,2.4,3,0
55,8,37.83,14.58,16.99,2.62,1,0
111,28,21.9,13.37,6.63,2.78,2,0
160,0,29.63,14.56,9.94,2.24,0,0
110,0,41.23,13.8,8.28,2.11,4,0
192,0,37.67,24.24,7.53,3.43,4,0
93,0,19.43,18.79,5.68,2.94,0,0
101,33,37.35,15.88,8.3,2.57,2,0
77,0,24.63,12.86,11.36,3.32,2,0
105,40,40.21,9.95,9.95,2.19,2,0
133,44,29.58,17.8,10.08,3.81,2,1
131,0,18.62,28.23,11.64,1.78,1,0
106,33,13.87,20.03,6.79,2.67,1,0
118,0,22.68,10.29,11.46,1.59,1,0
125,0,23.31,17.83,10.73,2.32,1,0
95,0,33.49,16.18,9.54,4.35,0,0
80,0,33.68,13.32,8.19,2.51,3,0
145,0,6.72,22.47,8.36,2.7,0,0
37,0,33.92,17.64,3.78,2.19,2,0
87,0,26.66,18.34,10.05,2.05,1,0
69,0,31.18,20.2,10.26,2.43,3,0
83,0,22.51,10.34,8.9,2.32,1,0
195,0,10.74,18.72,8.28,1.38,0,0
67,35,30.79,18.35,9.73,4.56,0,1
75,27,19.98,17.58,8.75,1.13,3,0
123,27,37.18,13.89,7.82,4.05,0,0
41,41,35.24,11.67,5.21,1.59,1,0
75,0,25.6,25.63,7.14,2.19,0,0
76,0,46.46,22.41,7.43,3.24,1,1
86,0,45.24,15.47,9.29,2.78,1,0
140,0,19.18,13.32,11.23,4.4,0,0
70,0,17.8,6.99,7.62,4.27,3,0
121,35,32.95,16.8,9.85,1.59,0,0
112,0,28.66,25.33,8.76,2.65,1,0
118,0,43.04,17.09,8.79,2.62,2,0
66,16,29.7,19.73,13.74,2.4,1,0
78,0,14.79,16.46,9.26,2.97,0,0
129,34,34.77,11.29,8.55,4,2,0
6,0,38.51,12.93,7.4,2.54,3,0
107,0,39.8,13.86,12.71,2.7,1,0
107,0,22.66,15.55,10.85,3.48,3,1
138,0,22.76,14.14,8.71,4.16,1,0
103,0,27.23,11.81,14.06,2.62,0,0
116,44,39.2,19.05,10.98,3,0,0
189,0,38.66,14.96,9.27,1.7,2,0
161,0,12.38,22.7,10.01,3.19,2,0
1,0,33.34,25.2,9.52,1.89,1,0
89,0,33.51,14.1,10.23,3.46,1,0
64,0,37.33,25.78,6.95,2.62,1,0
126,30,26.08,12.87,6.92,3.46,4,1
129,0,36.72,15.89,9.48,1.32,2,0
128,32,37.89,22.27,8.61,2.92,0,0
81,36,19.7,20.11,11.48,3.16,3,0
114,0,32.27,12.55,7.77,2.86,1,0
50,0,26.3,25.33,9.46,3,0,0
86,0,23.19,17.21,10.38,3.11,3,0
96,0,28.99,23.59,7.31,3.29,1,0
72,0,46.31,9.17,8.35,3.43,0,0
64,40,35.7,19.78,7.6,1.59,8,0
57,17,40.21,13.86,10.65,3.29,2,0
65,0,26.16,18.71,12.62,2.3,2,0
163,0,37.91,19.3,8.47,2.38,1,0
136,0,42.91,14.27,11.17,2.89,2,0
116,0,33.64,14.29,10.79,3.24,1,0
93,0,25.91,23.34,11.35,1.78,3,0
142,40,40.36,14.95,9.46,2.48,3,0
92,0,45.15,15.36,9.5,2.32,1,0
70,0,33.54,25.99,7.69,1.81,1,0
22,14,33.85,18.85,2.96,1.13,1,0
37,0,39.73,17.67,9.57,3.24,2,0
51,0,31.13,13.61,14.03,1.89,1,0
174,0,23.7,12.19,10.13,2.7,2,0
68,0,36.36,22.14,10.52,2.27,1,1
130,0,35.21,17.01,8.74,3.35,1,0
104,0,23.75,17.22,9.16,3.05,2,0
134,0,30.12,19.44,8.74,2.4,2,0
108,35,28.87,14.76,9.66,2.57,2,0
103,0,29.5,20.77,9.97,2.62,3,0
62,0,27.18,14.64,11.84,1.51,1,0
162,0,19.57,16.73,9.56,3.08,2,0
93,19,23.26,15.26,3.2,3.38,2,0
42,0,15.67,17.95,5.81,3.54,1,0
155,23,41.46,11.31,9.62,3.62,2,0
36,0,19.91,20.01,9.96,2.43,0,0
143,0,37.96,14.2,9.14,1.22,0,1
197,0,26.32,14.58,10.23,2.86,3,0
81,0,44.44,18.33,12.23,2.16,1,1
138,0,7.91,15.81,7.54,2.59,4,1
103,18,25.48,14.53,7.72,3.11,0,1
127,0,41.17,19.22,11.34,3.75,2,1
136,0,44.1,14.68,13.22,2.89,1,1
99,0,37.81,15.79,10.7,3.24,2,0
95,0,11.8,16.22,9.9,2.4,0,0
118,21,26.61,17.78,7.14,3,4,1
113,0,10.4,7.85,8.88,3.7,5,1
128,0,41.68,8.63,6.85,2.89,0,0
117,0,17.39,11.49,8.99,4.24,3,0
48,36,39.25,14.25,12.15,2.05,3,0
81,0,38.66,17.98,11.62,3.21,0,0
57,0,32.78,13.43,10.6,3.43,1,0
140,0,27.64,17.53,6.37,2.21,1,0
107,38,37.3,15.34,4.68,2.97,2,0
56,0,23.32,14.1,8.2,3.86,1,0
159,0,14.91,23.65,7.68,2.84,1,0
102,0,46.09,14.62,7.61,2.78,1,0
107,0,17.58,16.09,10.22,3.89,1,0
106,0,8.87,18.71,5.05,3.08,2,0
225,0,28.12,23.26,9.45,2.35,0,1
75,0,25.08,16.29,6.08,4.43,2,0
86,0,37.03,18.25,10.29,3.05,0,0
169,0,40.07,11.64,9.94,3.59,1,0
122,22,34.77,11.87,9.23,2.32,2,0
106,0,30.33,21,11.7,2.59,0,0
52,32,22.12,21.01,13.02,3.65,2,0
79,34,17.63,20.09,11.55,4,2,0
135,0,40.78,15.05,9.77,1.59,2,0
70,0,25.23,22.7,6.82,2.4,0,0
80,0,25.26,17.92,9.17,2.7,2,0
37,0,32.49,10.98,9.34,3.48,0,0
161,39,37.15,9.58,9.23,1.97,1,0
137,0,16.58,16.64,13,0,1,0
123,0,21.88,10,8.93,2.92,0,0
80,38,40.22,16.79,9.43,2.57,2,0
94,0,14.6,19.27,12.58,4.21,0,0
105,27,24,14.25,12.35,3.08,1,0
73,31,33.05,14.96,10.35,3.11,0,0
112,0,28.49,13.13,12.66,4.67,2,0
179,0,39.87,13.96,8.61,1.65,1,0
57,0,26.21,16.72,11.41,2.73,1,0
127,14,24.34,14.44,9.97,3.13,1,0
122,40,36.79,21.22,8.37,3.43,1,0
33,35,27.52,12.85,8.59,2.3,1,0
94,0,20.18,17.43,7.75,2.81,3,0
100,0,30.45,16.71,8.4,2.75,1,0
106,0,25.14,17.79,7.29,2.38,2,0
148,38,35.56,9.91,4.93,4.46,2,0
120,29,41.53,27.4,7.51,2.86,0,0
91,34,29.8,22.3,6.48,1.51,1,0
86,0,25.59,10.23,12.2,2.43,1,0
78,25,33.56,25.13,9.53,3.56,0,0
94,0,27.8,12.21,11.4,3.4,1,0
85,0,40.27,16.8,13.91,3.08,2,1
89,0,13.99,14.21,8.76,1.94,1,0
128,0,36.72,13.06,10.22,3.43,1,0
115,0,30.6,16.9,9.77,3.35,1,0
76,0,24.43,14.71,10.76,1.57,1,0
75,39,33.69,23.83,5.83,3.05,1,0
90,29,31.55,18.67,6.84,3,2,0
30,0,23.39,13.77,8.45,1.57,3,0
105,0,46.56,23.68,11.49,2.94,1,1
102,31,21.3,12,7.57,1.7,3,0
83,0,30.4,14.27,8.05,2.32,3,0
63,49,36.53,16.85,7.69,2.21,0,0
155,0,27.71,17.33,7.15,4.08,2,0
82,29,27.85,11.47,3.57,2.38,2,0
87,0,32.22,17.42,9.98,3.62,1,0
115,26,26.38,19.63,11.77,1.22,0,0
99,0,41.19,29.83,7.34,3.05,0,1
121,44,43.2,15.32,8.83,2.35,3,0
54,33,19.04,17.68,6.76,3.05,2,0
105,0,19.64,22.72,5.14,3.59,3,0
73,0,23.31,17.92,8.61,3,1,0
95,0,33.73,20.05,14.65,2.73,0,0
21,19,22.56,17.39,6.96,3.48,3,0
163,25,37.33,17.88,10.92,3.73,2,0
57,0,28.83,19.95,12.84,3.02,0,0
104,0,27.27,24.98,13.8,3.4,4,0
83,20,16.15,14.27,9.03,3.02,0,0
141,0,27.22,21.82,12.15,1.89,2,0
95,0,33.08,19.79,7.8,1.03,3,0
184,0,40.19,24.42,8.64,3.73,1,1
74,0,26.71,18.11,12.62,2.05,2,0
67,0,30.57,14.72,12.28,2.94,0,0
104,0,25.19,13.75,11.67,2.97,0,0
71,39,31.14,17.8,7.76,3.21,1,0
149,0,20.26,14.31,9.21,3.29,4,1
154,35,38.08,16.32,7.34,2.59,0,0
138,21,3.32,11.98,8.09,2.13,0,0
117,0,31.42,21.13,5.99,2.59,1,0
130,0,29.97,17.09,7.29,3.05,1,0
73,0,41.09,14.32,7.64,3,2,0
100,38,38.2,24.99,13.05,2.65,0,0
149,0,35.24,16.86,5.13,2.32,1,0
29,0,33.46,14.28,5.97,3.43,2,0
131,0,18.85,9.83,8.57,4.27,1,0
153,0,20.83,23.23,8.9,2.16,2,0
84,0,38.57,17.14,5.86,3.56,2,0
133,0,31.79,12.02,10.72,2.7,2,0
112,0,28.99,16.42,8.46,3.02,0,0
87,0,34.82,13.69,12.86,2.57,0,0
72,0,28.2,20.05,9.45,3.24,2,0
66,0,26.18,16.91,6.84,2.57,4,1
65,29,26.88,27.39,9.45,2.4,1,0
74,0,38.28,18.28,10.88,2.46,2,0
116,0,27.1,15.26,7.55,2.62,6,1
68,0,29.36,11.82,7.84,3.16,2,0
68,0,37.88,14.94,9.09,2.97,3,0
54,0,36.4,20.44,8.5,2.73,1,0
99,0,9.32,14.71,8.78,2.03,1,0
107,0,22.78,14.83,14,1.97,3,0
124,0,31.42,14.88,7.12,2.84,1,0
95,36,48.13,24.33,11.78,3.05,3,0
173,0,49.61,18.22,6.8,2.67,0,1
110,0,37.86,8.99,9.67,3.65,1,0
102,0,29.67,20.13,12.17,2.3,0,0
130,0,11.63,16.43,7.72,2.81,0,0
91,31,46.41,18.32,4.71,2.59,1,0
64,0,38.3,9.2,6.28,4.67,1,1
176,23,48.14,13.82,8,1.94,1,0
93,0,22.34,18.67,7.01,3,1,1
84,12,15.25,11.78,7.46,2.89,1,0
138,0,21.61,21.05,9.35,1.35,3,0
101,28,18,19.69,12.66,2.89,1,0
136,0,24.19,13.43,7.99,1.62,2,0
111,0,32.52,11.77,11.07,1.73,2,0
132,36,34.32,13.29,5.91,3.7,0,0
128,0,42.04,15.53,6.44,3.97,3,0
92,38,41.17,13.57,9.45,2.4,1,0
197,0,21.64,18.9,7.83,3.7,5,1
191,0,27.54,20.5,9.47,2.94,1,0
99,33,30.45,20.26,7.46,2.86,2,0
106,31,33.56,10.49,5.2,3.32,3,0
88,0,25.19,26.24,10.59,1.73,2,0
78,0,32.83,14.63,5.83,2.75,0,0
98,0,29.19,14.86,8.53,2.11,1,0
17,35,33.75,23,9.45,2.19,1,0
56,24,20.69,15.64,12,3.43,1,0
84,0,22.13,23.63,13.74,3.78,2,0
95,0,34.58,14.33,7.79,3.7,2,0
16,0,29.7,23.87,7.73,2.84,5,0
76,0,40.97,19.7,9.91,2.67,1,1
93,0,24.09,18.79,10.22,2.75,0,0
83,0,22.92,14.21,7.27,2.08,2,0
123,0,27.73,21.2,7.57,2.43,1,0
64,0,24.74,19.41,12.3,2.4,1,0
82,0,56.07,17.71,12.02,2.86,0,1
107,0,33.07,15.84,8.02,3.43,2,0
110,0,22.42,23.18,8.68,1.92,1,0
96,29,25.5,13.55,10.26,2.3,1,0
47,30,33.42,20.52,10.17,3.48,2,0
115,0,16.95,12.33,6.72,3.81,2,0
69,0,24.41,12.05,8.73,2.92,3,0
163,40,39.42,18,12.08,3.32,2,0
90,0,6.43,13.2,7.88,3.83,3,0
98,0,12.38,15.84,7.89,2.84,3,0
90,39,16.12,18.62,8.88,3.08,1,0
174,15,37.71,17.9,9.98,3.35,1,0
95,0,45.73,19.86,8.07,1.97,2,1
79,0,45.61,15.77,11.91,1.7,1,1
123,27,33.78,21.17,7.79,3.38,1,0
99,0,19.64,18.54,11.47,3.11,7,1
114,0,34.36,16.63,13.13,3.59,2,0
141,0,36.65,17.05,6.92,3.35,1,0
132,0,28.88,17.8,9.27,3.11,1,0
133,0,34.29,14.4,12.88,1.62,0,0
133,0,37.59,13.62,7.28,2.27,4,0
93,32,37.18,9.78,8.67,2.54,2,0
34,0,49.93,23.16,8.02,2.97,2,1
140,0,20.45,20.43,9.74,2.08,4,1
96,26,29.89,17.56,8.01,3,2,0
144,0,47.35,20.46,5.4,3.13,1,1
24,29,40.17,16.22,5.81,1.94,3,0
54,0,46.55,10.17,12.04,3.16,1,0
50,0,22.29,13.64,9.31,1.51,5,1
92,23,28.46,21.98,5.24,3.02,4,0
96,0,33.61,21.29,8.15,2.84,3,0
146,0,28.82,19.63,12.14,2.43,2,0
138,17,38.28,14.74,6.56,3.16,0,0
102,0,29.67,18.16,7.41,2.78,4,0
76,0,22.05,15.09,10.3,2.03,5,1
99,0,34,9.17,10.52,3.08,3,0
83,36,16.3,22.24,10.29,3.59,0,0
36,25,25.98,20.64,6.63,2.46,1,0
70,0,22.08,17.74,10.41,3.86,1,0
109,0,45.63,12.8,13.41,2.62,2,1
100,0,32.05,12.61,8.09,4.1,2,0
104,0,29,13.78,9.48,1.65,1,0
106,0,32.54,17.06,10.35,2.21,1,0
84,0,12.8,15.29,8.72,3.32,1,0
80,0,25.47,23.49,10.86,2.94,2,0
100,0,19.7,9.46,7.66,1.92,1,0
99,0,21.9,17.33,12.72,3.81,2,0
50,0,22.39,18.4,8.82,2.97,1,0
105,0,17.24,13.52,11.66,3.29,1,0
113,23,25.33,20.04,9.08,2.57,4,0
111,36,16.46,14.5,7.47,3.62,2,0
161,0,18.28,21.79,11.12,3.4,2,0
70,0,39.58,25.79,11.5,3.48,0,1
97,43,20.59,22.12,10.01,2.24,3,0
130,0,21.13,23.01,10.78,0.95,0,0
92,0,26.81,25.38,9.76,3.73,1,0
119,0,21.13,17.6,7.08,4,0,0
115,0,48.69,17.48,8.61,1.86,1,1
134,0,24.09,17.48,9.83,2.38,0,0
127,25,29.41,20.89,13.5,1.3,0,0
80,0,45.68,25.59,7.52,1.57,2,1
153,31,37.15,11.41,5.35,2.54,0,0
85,0,43.4,16.54,12.45,1,3,0
79,0,7.12,17.94,10.71,3.08,1,0
35,0,44.34,21.94,5.91,1.57,1,0
120,26,40.7,22.05,10.71,2.08,0,0
68,0,38.54,14.31,8.49,2.75,0,0
60,0,30.48,17.76,11.17,3.65,1,1
120,0,26.86,16.75,6.97,2.7,1,0
71,23,29.87,22.01,12.08,3.81,1,0
